niveau;continent;norme_iso_3166;nationalite;refugie;protection_subsidiaire;rejet;cloture;taux_admission;annee;sexe
Nationalite;AFRIQUE;AGO;Angola;64;22;1093;8;0,073;2020;global
Nationalite;AFRIQUE;BDI;Burundi;189;1;233;1;0,449;2020;global
Nationalite;AFRIQUE;BEN;Benin;19;8;76;3;0,262;2020;global
Nationalite;AFRIQUE;BFA;Burkina Faso;38;4;127;4;0,249;2020;global
Nationalite;AFRIQUE;CAF;Centrafrique;151;40;236;8;0,447;2020;global
Nationalite;AFRIQUE;CIV;Cote d'Ivoire;932;139;3765;51;0,221;2020;global
Nationalite;AFRIQUE;CMR;Cameroun;176;47;699;20;0,242;2020;global
Nationalite;AFRIQUE;COD;Rep. Dem. Congo;635;82;2291;21;0,238;2020;global
Nationalite;AFRIQUE;COG;Congo;85;29;600;15;0,16;2020;global
Nationalite;AFRIQUE;COM;Comores;89;9;946;42;0,094;2020;global
Nationalite;AFRIQUE;DJI;Djibouti;6;1;36;1;0,163;2020;global
Nationalite;AFRIQUE;DZA;Algerie;101;47;1836;102;0,075;2020;global
Nationalite;AFRIQUE;EGY;Egypte;28;2;221;12;0,12;2020;global
Nationalite;AFRIQUE;ERI;Erythree;854;1;263;8;0,765;2020;global
Nationalite;AFRIQUE;ETH;Ethiopie;143;6;235;6;0,388;2020;global
Nationalite;AFRIQUE;GAB;Gabon;16;12;121;18;0,188;2020;global
Nationalite;AFRIQUE;GIN;Guinee;1295;111;4598;25;0,234;2020;global
Nationalite;AFRIQUE;GMB;Gambie;24;3;155;2;0,148;2020;global
Nationalite;AFRIQUE;LBY;Libye;64;76;172;7;0,449;2020;global
Nationalite;AFRIQUE;MAR;Maroc;86;19;440;28;0,193;2020;global
Nationalite;AFRIQUE;MDG;Madagascar;5;5;62;8;0,139;2020;global
Nationalite;AFRIQUE;MLI;Mali;309;59;1878;55;0,164;2020;global
Nationalite;AFRIQUE;MRT;Mauritanie;161;1;938;18;0,147;2020;global
Nationalite;AFRIQUE;NGA;Nigeria;106;12;2814;30;0,04;2020;global
Nationalite;AFRIQUE;RWA;Rwanda;119;1;135;5;0,471;2020;global
Nationalite;AFRIQUE;SDN;Soudan;944;60;737;20;0,577;2020;global
Nationalite;AFRIQUE;SEN;Senegal;212;18;1453;18;0,137;2020;global
Nationalite;AFRIQUE;SLE;Sierra Leone;30;0;113;2;0,21;2020;global
Nationalite;AFRIQUE;SOM;Somalie;203;248;1080;12;0,295;2020;global
Nationalite;AFRIQUE;SSD;Soudan du Sud;44;4;9;0;0,842;2020;global
Nationalite;AFRIQUE;TCD;Tchad;69;11;364;14;0,18;2020;global
Nationalite;AFRIQUE;TGO;Togo;23;1;86;2;0,218;2020;global
Nationalite;AFRIQUE;TUN;Tunisie;25;5;308;15;0,089;2020;global
Nationalite;AMERIQUES;COL;Colombie;22;22;262;23;0,144;2020;global
Nationalite;AMERIQUES;CUB;Cuba;30;1;237;1;0,116;2020;global
Nationalite;AMERIQUES;HND;Honduras;1;1;16;0;0,111;2020;global
Nationalite;AMERIQUES;HTI;Haiti;177;156;2949;61;0,101;2020;global
Nationalite;AMERIQUES;PER;Perou;3;8;49;1;0,183;2020;global
Nationalite;AMERIQUES;SLV;Salvador;2;2;15;1;0,211;2020;global
Nationalite;AMERIQUES;VEN;Venezuela;186;33;255;18;0,462;2020;global
Nationalite;ASIE;AFG;Afghanistan;526;4286;2632;93;0,646;2020;global
Nationalite;ASIE;BGD;Bangladesh;224;50;4606;43;0,056;2020;global
Nationalite;ASIE;CHN;Chine;1501;3;499;2;0,751;2020;global
Nationalite;ASIE;IND;Inde;8;1;267;7;0,033;2020;global
Nationalite;ASIE;IRN;Iran;90;1;211;6;0,301;2020;global
Nationalite;ASIE;IRQ;Irak;257;64;407;28;0,441;2020;global
Nationalite;ASIE;KAZ;Kazakhstan;9;5;356;13;0,038;2020;global
Nationalite;ASIE;KWT;Koweit;41;0;221;14;0,156;2020;global
Nationalite;ASIE;LBN;Liban;10;2;104;3;0,103;2020;global
Nationalite;ASIE;LKA;Sri Lanka;180;36;1338;20;0,139;2020;global
Nationalite;ASIE;MNG;Mongolie;11;12;125;8;0,155;2020;global
Nationalite;ASIE;PAK;Pakistan;73;26;2742;44;0,035;2020;global
Nationalite;ASIE;PSE;Palestine (autorite);121;6;58;2;0,686;2020;global
Nationalite;ASIE;SAU;Arabie saoudite;14;0;8;2;0,636;2020;global
Nationalite;ASIE;SYR;Syrie;730;1686;669;44;0,783;2020;global
Nationalite;ASIE;YEM;Yemen;31;30;63;0;0,492;2020;global
Nationalite;EUROPE;ALB;Albanie;65;239;3847;191;0,073;2020;global
Nationalite;EUROPE;ARM;Armenie;36;60;1766;16;0,052;2020;global
Nationalite;EUROPE;AZE;Azerbaidjan;43;1;452;10;0,089;2020;global
Nationalite;EUROPE;BIH;Bosnie-Herzegovine;12;6;775;51;0,023;2020;global
Nationalite;EUROPE;BLR;Bielorussie;8;0;43;6;0,157;2020;global
Nationalite;EUROPE;GEO;Georgie;58;82;3106;76;0,043;2020;global
Nationalite;EUROPE;MKD;Macedoine du Nord (Rep.);1;1;536;86;0,004;2020;global
Nationalite;EUROPE;RUS;Russie;314;69;1870;70;0,17;2020;global
Nationalite;EUROPE;SRB;Serbie;28;16;1185;107;0,036;2020;global
Nationalite;EUROPE;TUR;Turquie;376;14;2142;33;0,154;2020;global
Nationalite;EUROPE;UKR;Ukraine;40;39;993;72;0,074;2020;global
Nationalite;EUROPE;XXK;Kosovo;53;69;1326;64;0,084;2020;global
Nationalite;AFRIQUE;AGO;Angola;90;66;1675;4;0,085;2021;global
Nationalite;AFRIQUE;BDI;Burundi;169;3;348;4;0,331;2021;global
Nationalite;AFRIQUE;BEN;Benin;13;6;100;6;0,16;2021;global
Nationalite;AFRIQUE;BFA;Burkina Faso;52;16;211;6;0,244;2021;global
Nationalite;AFRIQUE;CAF;Centrafrique;284;53;304;8;0,526;2021;global
Nationalite;AFRIQUE;CIV;Cote d'Ivoire;1762;158;5948;48;0,244;2021;global
Nationalite;AFRIQUE;CMR;Cameroun;142;61;705;25;0,224;2021;global
Nationalite;AFRIQUE;COD;Rep. Dem. Congo;1228;181;4473;16;0,24;2021;global
Nationalite;AFRIQUE;COG;Congo;128;17;762;17;0,16;2021;global
Nationalite;AFRIQUE;COM;Comores;169;30;3873;21;0,049;2021;global
Nationalite;AFRIQUE;DJI;Djibouti;47;5;85;9;0,38;2021;global
Nationalite;AFRIQUE;DZA;Algerie;81;59;1850;19;0,07;2021;global
Nationalite;AFRIQUE;EGY;Egypte;74;7;583;11;0,122;2021;global
Nationalite;AFRIQUE;ERI;Erythree;1780;2;763;5;0,7;2021;global
Nationalite;AFRIQUE;ESH;Sahara occ. (origine);36;5;492;1;0,077;2021;global
Nationalite;AFRIQUE;ETH;Ethiopie;279;22;681;12;0,307;2021;global
Nationalite;AFRIQUE;GAB;Gabon;28;7;272;24;0,114;2021;global
Nationalite;AFRIQUE;GIN;Guinee;2189;144;5823;25;0,286;2021;global
Nationalite;AFRIQUE;GMB;Gambie;53;12;484;6;0,118;2021;global
Nationalite;AFRIQUE;GNB;Guinee-Bissau;17;5;100;0;0,18;2021;global
Nationalite;AFRIQUE;GNQ;Guinee equatoriale;6;8;7;0;0,667;2021;global
Nationalite;AFRIQUE;KEN;Kenya;8;4;24;1;0,333;2021;global
Nationalite;AFRIQUE;LBY;Libye;104;86;225;10;0,458;2021;global
Nationalite;AFRIQUE;MAR;Maroc;111;33;561;11;0,204;2021;global
Nationalite;AFRIQUE;MDG;Madagascar;17;10;302;2;0,082;2021;global
Nationalite;AFRIQUE;MLI;Mali;478;57;2270;26;0,191;2021;global
Nationalite;AFRIQUE;MRT;Mauritanie;326;11;1625;7;0,172;2021;global
Nationalite;AFRIQUE;NGA;Nigeria;259;22;6870;31;0,039;2021;global
Nationalite;AFRIQUE;RWA;Rwanda;137;2;232;4;0,375;2021;global
Nationalite;AFRIQUE;SDN;Soudan;968;155;1399;34;0,445;2021;global
Nationalite;AFRIQUE;SEN;Senegal;245;22;1689;19;0,137;2021;global
Nationalite;AFRIQUE;SLE;Sierra Leone;89;13;268;3;0,276;2021;global
Nationalite;AFRIQUE;SOM;Somalie;449;806;2582;10;0,327;2021;global
Nationalite;AFRIQUE;SSD;Soudan du Sud;41;9;11;0;0,82;2021;global
Nationalite;AFRIQUE;TCD;Tchad;162;19;1262;31;0,125;2021;global
Nationalite;AFRIQUE;TGO;Togo;19;3;129;4;0,146;2021;global
Nationalite;AFRIQUE;TUN;Tunisie;31;8;326;2;0,107;2021;global
Nationalite;AFRIQUE;TZA;Tanzanie;10;0;15;0;0,4;2021;global
Nationalite;AFRIQUE;UGA;Ouganda;16;0;29;1;0,356;2021;global
Nationalite;AFRIQUE;ZAF;Afrique du Sud;46;1;26;0;0,644;2021;global
Nationalite;AMERIQUES;COL;Colombie;51;64;735;3;0,135;2021;global
Nationalite;AMERIQUES;CUB;Cuba;44;1;196;1;0,187;2021;global
Nationalite;AMERIQUES;DOM;Dominicaine (Rep.);7;16;105;0;0,18;2021;global
Nationalite;AMERIQUES;HTI;Haiti;350;358;3594;6;0,165;2021;global
Nationalite;AMERIQUES;NIC;Nicaragua;17;0;36;2;0,321;2021;global
Nationalite;AMERIQUES;PER;Perou;13;20;151;2;0,179;2021;global
Nationalite;AMERIQUES;SLV;Salvador;4;6;13;0;0,435;2021;global
Nationalite;AMERIQUES;VEN;Venezuela;191;58;510;8;0,328;2021;global
Nationalite;ASIE;AFG;Afghanistan;4611;7625;4108;73;0,749;2021;global
Nationalite;ASIE;BGD;Bangladesh;324;100;7807;7;0,052;2021;global
Nationalite;ASIE;CHN;Chine;623;2;118;4;0,841;2021;global
Nationalite;ASIE;IND;Inde;7;4;388;6;0,028;2021;global
Nationalite;ASIE;IRN;Iran;138;6;296;10;0,327;2021;global
Nationalite;ASIE;IRQ;Irak;279;133;582;11;0,414;2021;global
Nationalite;ASIE;KAZ;Kazakhstan;17;6;126;1;0,154;2021;global
Nationalite;ASIE;KGZ;Kirghizstan;5;7;92;0;0,115;2021;global
Nationalite;ASIE;KWT;Koweit;58;0;282;44;0,171;2021;global
Nationalite;ASIE;LBN;Liban;28;17;183;16;0,197;2021;global
Nationalite;ASIE;LKA;Sri Lanka;285;52;2557;9;0,116;2021;global
Nationalite;ASIE;MNG;Mongolie;18;12;242;0;0,11;2021;global
Nationalite;ASIE;NPL;Nepal;6;3;109;1;0,076;2021;global
Nationalite;ASIE;PAK;Pakistan;171;55;4370;20;0,049;2021;global
Nationalite;ASIE;PSE;Palestine (autorite);76;3;82;1;0,491;2021;global
Nationalite;ASIE;SYR;Syrie;1088;1864;697;11;0,809;2021;global
Nationalite;ASIE;TJK;Tadjikistan;6;0;57;0;0,095;2021;global
Nationalite;ASIE;YEM;Yemen;50;101;95;0;0,614;2021;global
Nationalite;EUROPE;ALB;Albanie;74;288;3141;81;0,103;2021;global
Nationalite;EUROPE;ARM;Armenie;16;24;1100;6;0,035;2021;global
Nationalite;EUROPE;AZE;Azerbaidjan;46;8;394;5;0,121;2021;global
Nationalite;EUROPE;BIH;Bosnie-Herzegovine;9;8;999;12;0,017;2021;global
Nationalite;EUROPE;BLR;Bielorussie;36;7;174;21;0,198;2021;global
Nationalite;EUROPE;GEO;Georgie;93;73;2919;35;0,054;2021;global
Nationalite;EUROPE;MDA;Moldavie;4;10;2031;10;0,007;2021;global
Nationalite;EUROPE;MKD;Macedoine du Nord (Rep.);3;3;263;16;0,022;2021;global
Nationalite;EUROPE;RUS;Russie;450;71;2565;28;0,169;2021;global
Nationalite;EUROPE;SRB;Serbie;18;29;1092;27;0,041;2021;global
Nationalite;EUROPE;TUR;Turquie;843;38;5479;27;0,139;2021;global
Nationalite;EUROPE;UKR;Ukraine;63;57;3224;21;0,036;2021;global
Nationalite;EUROPE;XXK;Kosovo;55;66;1156;37;0,095;2021;global
Nationalite;AFRIQUE;AGO;Angola;97;58;870;4;0,151;2022;global
Nationalite;AFRIQUE;BDI;Burundi;216;9;253;4;0,471;2022;global
Nationalite;AFRIQUE;BEN;Benin;58;10;323;7;0,174;2022;global
Nationalite;AFRIQUE;BFA;Burkina Faso;112;26;353;4;0,281;2022;global
Nationalite;AFRIQUE;CAF;Centrafrique;571;50;245;1;0,717;2022;global
Nationalite;AFRIQUE;CIV;Cote d'Ivoire;1651;171;4856;49;0,273;2022;global
Nationalite;AFRIQUE;CMR;Cameroun;272;88;1355;14;0,21;2022;global
Nationalite;AFRIQUE;COD;Rep. Dem. Congo;1334;209;3984;10;0,279;2022;global
Nationalite;AFRIQUE;COG;Congo;128;35;1130;6;0,126;2022;global
Nationalite;AFRIQUE;COM;Comores;198;14;2282;11;0,085;2022;global
Nationalite;AFRIQUE;DJI;Djibouti;79;8;242;2;0,264;2022;global
Nationalite;AFRIQUE;DZA;Algerie;119;41;1242;24;0,114;2022;global
Nationalite;AFRIQUE;EGY;Egypte;51;4;535;3;0,093;2022;global
Nationalite;AFRIQUE;ERI;Erythree;1134;3;428;4;0,727;2022;global
Nationalite;AFRIQUE;ESH;Sahara occ. (origine);19;5;217;3;0,1;2022;global
Nationalite;AFRIQUE;ETH;Ethiopie;401;27;435;6;0,496;2022;global
Nationalite;AFRIQUE;GAB;Gabon;50;26;347;10;0,18;2022;global
Nationalite;AFRIQUE;GHA;Ghana;10;2;139;1;0,079;2022;global
Nationalite;AFRIQUE;GIN;Guinee;1727;119;3677;31;0,334;2022;global
Nationalite;AFRIQUE;GMB;Gambie;52;1;332;1;0,138;2022;global
Nationalite;AFRIQUE;GNB;Guinee-Bissau;25;2;125;0;0,178;2022;global
Nationalite;AFRIQUE;KEN;Kenya;11;0;40;0;0,216;2022;global
Nationalite;AFRIQUE;LBR;Liberia;16;1;77;0;0,181;2022;global
Nationalite;AFRIQUE;LBY;Libye;40;102;203;1;0,412;2022;global
Nationalite;AFRIQUE;MAR;Maroc;90;16;335;4;0,24;2022;global
Nationalite;AFRIQUE;MDG;Madagascar;31;33;760;8;0,078;2022;global
Nationalite;AFRIQUE;MLI;Mali;761;73;2225;15;0,273;2022;global
Nationalite;AFRIQUE;MRT;Mauritanie;362;14;1666;5;0,184;2022;global
Nationalite;AFRIQUE;MUS;Maurice;15;9;24;1;0,5;2022;global
Nationalite;AFRIQUE;NER;Niger;11;9;119;2;0,144;2022;global
Nationalite;AFRIQUE;NGA;Nigeria;401;46;4238;15;0,095;2022;global
Nationalite;AFRIQUE;RWA;Rwanda;156;4;222;3;0,419;2022;global
Nationalite;AFRIQUE;SDN;Soudan;517;417;1359;15;0,407;2022;global
Nationalite;AFRIQUE;SEN;Senegal;342;14;1250;7;0,222;2022;global
Nationalite;AFRIQUE;SLE;Sierra Leone;99;9;442;4;0,196;2022;global
Nationalite;AFRIQUE;SOM;Somalie;498;1120;2612;5;0,383;2022;global
Nationalite;AFRIQUE;SSD;Soudan du Sud;51;1;20;0;0,722;2022;global
Nationalite;AFRIQUE;TCD;Tchad;128;36;1430;12;0,103;2022;global
Nationalite;AFRIQUE;TGO;Togo;45;7;238;1;0,179;2022;global
Nationalite;AFRIQUE;TUN;Tunisie;35;4;346;6;0,101;2022;global
Nationalite;AFRIQUE;ZAF;Afrique du Sud;13;1;14;0;0,5;2022;global
Nationalite;AMERIQUES;BRA;Bresil;16;5;221;1;0,087;2022;global
Nationalite;AMERIQUES;COL;Colombie;138;167;1438;19;0,175;2022;global
Nationalite;AMERIQUES;CUB;Cuba;56;10;233;0;0,221;2022;global
Nationalite;AMERIQUES;DOM;Dominicaine (Rep.);28;35;286;3;0,181;2022;global
Nationalite;AMERIQUES;HTI;Haiti;298;350;2160;3;0,231;2022;global
Nationalite;AMERIQUES;NIC;Nicaragua;16;0;39;2;0,291;2022;global
Nationalite;AMERIQUES;PER;Perou;4;44;267;7;0,152;2022;global
Nationalite;AMERIQUES;SLV;Salvador;4;4;50;0;0,138;2022;global
Nationalite;AMERIQUES;VEN;Venezuela;280;62;536;3;0,39;2022;global
Nationalite;ASIE;AFG;Afghanistan;11610;73;5235;149;0,691;2022;global
Nationalite;ASIE;BGD;Bangladesh;351;116;7450;3;0,059;2022;global
Nationalite;ASIE;CHN;Chine;1159;0;53;2;0,956;2022;global
Nationalite;ASIE;IND;Inde;11;5;279;2;0,054;2022;global
Nationalite;ASIE;IRN;Iran;149;1;204;1;0,424;2022;global
Nationalite;ASIE;IRQ;Irak;161;62;285;10;0,439;2022;global
Nationalite;ASIE;KAZ;Kazakhstan;16;4;130;3;0,133;2022;global
Nationalite;ASIE;KGZ;Kirghizstan;3;2;23;0;0,179;2022;global
Nationalite;ASIE;KWT;Koweit;60;0;70;0;0,462;2022;global
Nationalite;ASIE;LBN;Liban;45;20;202;5;0,243;2022;global
Nationalite;ASIE;LKA;Sri Lanka;253;34;1444;2;0,166;2022;global
Nationalite;ASIE;MMR;Birmanie;20;0;12;1;0,625;2022;global
Nationalite;ASIE;MNG;Mongolie;10;9;61;0;0,238;2022;global
Nationalite;ASIE;NPL;Nepal;4;4;129;0;0,058;2022;global
Nationalite;ASIE;PAK;Pakistan;184;49;3159;17;0,069;2022;global
Nationalite;ASIE;PSE;Palestine (autorite);123;3;97;0;0,565;2022;global
Nationalite;ASIE;SYR;Syrie;1610;2116;423;8;0,898;2022;global
Nationalite;ASIE;TJK;Tadjikistan;14;3;63;1;0,213;2022;global
Nationalite;ASIE;YEM;Yemen;58;72;54;4;0,707;2022;global
Nationalite;EUROPE;ALB;Albanie;155;543;6502;129;0,097;2022;global
Nationalite;EUROPE;ARM;Armenie;25;73;1884;36;0,049;2022;global
Nationalite;EUROPE;AZE;Azerbaidjan;46;6;421;12;0,11;2022;global
Nationalite;EUROPE;BIH;Bosnie-Herzegovine;16;7;466;8;0,047;2022;global
Nationalite;EUROPE;BLR;Bielorussie;66;5;108;2;0,397;2022;global
Nationalite;EUROPE;GEO;Georgie;163;214;7261;129;0,049;2022;global
Nationalite;EUROPE;MDA;Moldavie;4;9;883;14;0,015;2022;global
Nationalite;EUROPE;MKD;Macedoine du Nord (Rep.);10;20;491;35;0,058;2022;global
Nationalite;EUROPE;RUS;Russie;501;43;1042;45;0,343;2022;global
Nationalite;EUROPE;SRB;Serbie;46;30;736;46;0,094;2022;global
Nationalite;EUROPE;TUR;Turquie;1160;42;6803;17;0,15;2022;global
Nationalite;EUROPE;UKR;Ukraine;86;592;146;448;0,823;2022;global
Nationalite;EUROPE;XXK;Kosovo;64;64;1070;15;0,107;2022;global
Nationalite;AFRIQUE;AGO;Angola;29;13;576;4;0,068;2020;femmes
Nationalite;AFRIQUE;BDI;Burundi;70;0;88;1;0,443;2020;femmes
Nationalite;AFRIQUE;BEN;Benin;8;5;20;1;0,394;2020;femmes
Nationalite;AFRIQUE;BFA;Burkina Faso;20;2;37;1;0,373;2020;femmes
Nationalite;AFRIQUE;CAF;Centrafrique;77;27;82;2;0,559;2020;femmes
Nationalite;AFRIQUE;CIV;Cote d'Ivoire;721;49;1619;21;0,322;2020;femmes
Nationalite;AFRIQUE;CMR;Cameroun;68;22;249;8;0,265;2020;femmes
Nationalite;AFRIQUE;COD;Rep. Dem. Congo;299;55;1148;11;0,236;2020;femmes
Nationalite;AFRIQUE;COG;Congo;38;23;271;9;0,184;2020;femmes
Nationalite;AFRIQUE;COM;Comores;30;4;237;10;0,125;2020;femmes
Nationalite;AFRIQUE;DJI;Djibouti;4;1;16;0;0,238;2020;femmes
Nationalite;AFRIQUE;DZA;Algerie;40;35;445;19;0,144;2020;femmes
Nationalite;AFRIQUE;EGY;Egypte;13;0;52;2;0,2;2020;femmes
Nationalite;AFRIQUE;ERI;Erythree;301;0;82;2;0,786;2020;femmes
Nationalite;AFRIQUE;ETH;Ethiopie;67;5;67;3;0,518;2020;femmes
Nationalite;AFRIQUE;GAB;Gabon;6;8;67;13;0,173;2020;femmes
Nationalite;AFRIQUE;GIN;Guinee;847;27;1425;12;0,38;2020;femmes
Nationalite;AFRIQUE;GMB;Gambie;11;0;16;0;0,407;2020;femmes
Nationalite;AFRIQUE;LBY;Libye;28;33;36;2;0,629;2020;femmes
Nationalite;AFRIQUE;MAR;Maroc;23;12;130;11;0,212;2020;femmes
Nationalite;AFRIQUE;MDG;Madagascar;3;3;26;3;0,188;2020;femmes
Nationalite;AFRIQUE;MLI;Mali;233;13;340;18;0,42;2020;femmes
Nationalite;AFRIQUE;MRT;Mauritanie;56;1;169;3;0,252;2020;femmes
Nationalite;AFRIQUE;NGA;Nigeria;55;7;1256;12;0,047;2020;femmes
Nationalite;AFRIQUE;RWA;Rwanda;67;1;60;2;0,531;2020;femmes
Nationalite;AFRIQUE;SDN;Soudan;207;10;124;3;0,636;2020;femmes
Nationalite;AFRIQUE;SEN;Senegal;117;6;336;3;0,268;2020;femmes
Nationalite;AFRIQUE;SLE;Sierra Leone;11;0;20;1;0,355;2020;femmes
Nationalite;AFRIQUE;SOM;Somalie;96;67;231;3;0,414;2020;femmes
Nationalite;AFRIQUE;SSD;Soudan du Sud;15;1;0;0;1;2020;femmes
Nationalite;AFRIQUE;TCD;Tchad;33;3;112;4;0,243;2020;femmes
Nationalite;AFRIQUE;TGO;Togo;5;1;23;0;0,207;2020;femmes
Nationalite;AFRIQUE;TUN;Tunisie;9;3;92;6;0,115;2020;femmes
Nationalite;AMERIQUES;COL;Colombie;9;11;121;8;0,142;2020;femmes
Nationalite;AMERIQUES;CUB;Cuba;8;1;98;1;0,084;2020;femmes
Nationalite;AMERIQUES;HND;Honduras;0;0;8;0;0;2020;femmes
Nationalite;AMERIQUES;HTI;Haiti;78;96;1237;26;0,123;2020;femmes
Nationalite;AMERIQUES;PER;Perou;1;6;24;0;0,226;2020;femmes
Nationalite;AMERIQUES;SLV;Salvador;2;2;8;0;0,333;2020;femmes
Nationalite;AMERIQUES;VEN;Venezuela;89;18;118;8;0,476;2020;femmes
Nationalite;ASIE;AFG;Afghanistan;136;440;159;14;0,784;2020;femmes
Nationalite;ASIE;BGD;Bangladesh;57;17;441;8;0,144;2020;femmes
Nationalite;ASIE;CHN;Chine;621;1;230;1;0,73;2020;femmes
Nationalite;ASIE;IND;Inde;5;0;40;3;0,111;2020;femmes
Nationalite;ASIE;IRN;Iran;38;1;77;3;0,336;2020;femmes
Nationalite;ASIE;IRQ;Irak;127;29;101;7;0,607;2020;femmes
Nationalite;ASIE;KAZ;Kazakhstan;2;2;120;6;0,032;2020;femmes
Nationalite;ASIE;KWT;Koweit;19;0;94;9;0,168;2020;femmes
Nationalite;ASIE;LBN;Liban;4;2;41;1;0,128;2020;femmes
Nationalite;ASIE;LKA;Sri Lanka;76;27;271;4;0,275;2020;femmes
Nationalite;ASIE;MNG;Mongolie;9;8;70;4;0,195;2020;femmes
Nationalite;ASIE;PAK;Pakistan;13;9;159;0;0,122;2020;femmes
Nationalite;ASIE;PSE;Palestine (autorite);58;5;18;0;0,778;2020;femmes
Nationalite;ASIE;SAU;Arabie saoudite;13;0;1;1;0,929;2020;femmes
Nationalite;ASIE;SYR;Syrie;299;808;285;18;0,795;2020;femmes
Nationalite;ASIE;YEM;Yemen;6;12;10;0;0,643;2020;femmes
Nationalite;EUROPE;ALB;Albanie;32;151;1748;68;0,095;2020;femmes
Nationalite;EUROPE;ARM;Armenie;13;35;859;5;0,053;2020;femmes
Nationalite;EUROPE;AZE;Azerbaidjan;24;1;191;5;0,116;2020;femmes
Nationalite;EUROPE;BIH;Bosnie-Herzegovine;5;3;377;21;0,021;2020;femmes
